File,STT_Source,LLM_Source,STT_Text,Intent,Response,STT_Latency,LLM_Latency,E2E_Latency,RTF,CPU_utilization_avg,GPU_compute_utilization,RAM_Used_Avg_MB,Net_Sent_KB,Net_Recv_KB,Selected_Path,Action_Command,STT_Net_Sent_KB,STT_Net_Recv_KB,LLM_Net_Sent_KB,LLM_Net_Recv_KB,RAM_Used_Peak_MB
EC_0179-5471-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),시동키면 모든 문 잠겨지도록 해주세요.,control,시동 시 모든 문이 자동으로 잠깁니다.,1.021,1.491,2.56,0.776,17.8,65.3,12625.0,316.26,11.96,STT[Cloud] -> LLM[Cloud (Quality)],자동 잠금 설정(시동 시),313.716,8.999,2.613,4.528,12625
EC_0179-5472-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),함께 되도록 고수석 창문 조금만 내려 놓으세요.,control,창문을 조금 내립니다.,1.044,1.049,2.125,0.656,16.5,99.0,12624.0,310.82,9.38,STT[Cloud] -> LLM[Cloud (Quality)],창문 내리기(조금),308.263,9.281,2.624,1.646,12624
EC_0179-5473-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),자유시간 가능 여부 말해줘,chat,지금 운전 중이라면 안전이 우선입니다. 잠시 후 확인해 보세요.,1.288,1.238,2.569,1.127,16.7,62.0,12626.0,220.37,8.5,STT[Cloud] -> LLM[Cloud (Quality)],N/A,217.833,8.394,2.597,1.67,12626
EC_0179-5474-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),앞차 주행 경로 따라가.,control,앞차 경로를 따라갑니다.,1.837,1.266,3.141,1.217,14.5,65.3,12624.7,248.59,5.84,STT[Cloud] -> LLM[Cloud (Quality)],주행 경로 변경(앞차 경로 추적),246.065,5.738,2.592,1.662,12625
EC_0179-5475-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Late),이장시에 자동으로 보험사에 연락해줘.,control,이장시 자동으로 보험사에 연락하도록 설정했습니다.,1.122,2.909,4.064,1.278,18.5,73.8,12624.0,305.06,6.39,STT[Cloud] -> LLM[Cloud (Late)],자동 보험사 연락 설정(이장시),302.509,6.287,2.612,1.681,12624
EC_0179-5476-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),10초만 있다가 사선 왼쪽으로 바꿔줘.,control,10초 후 사선 왼쪽으로 변경합니다.,0.81,1.263,2.107,0.566,18.4,98.5,12625.0,356.07,4.95,STT[Cloud] -> LLM[Cloud (Quality)],차선 변경(사선 왼쪽),353.521,4.845,2.609,1.666,12625
EC_0179-5477-04-04-PSJ-F-04-A.wav,OnDevice (Late),Cloud (Quality),긴급 후송중인 자량은 무조건 양보해줘.,control,긴급 차량에 양보합니다. 안전 운전하세요.,2.124,1.498,3.66,1.13,13.3,69.2,12624.8,312.09,8.94,STT[OnDevice (Late)] -> LLM[Cloud (Quality)],양보(긴급 차량),308.134,4.373,4.022,6.614,12625
EC_0179-5478-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),전체자리동선 중간단계에 맞춰,control,경로를 중간단계로 조정합니다.,0.85,0.796,1.684,0.529,18.8,97.0,12625.0,305.05,4.84,STT[Cloud] -> LLM[Cloud (Quality)],경로 변경(중간단계),302.509,4.74,2.602,1.652,12625
EC_0179-5479-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),시끄러우니 비상장치 목욕 꺼줘,control,비상장치를 껐습니다. 안전 운전하세요.,0.928,0.917,1.891,0.584,17.9,97.0,12625.0,310.74,4.84,STT[Cloud] -> LLM[Cloud (Quality)],비상장치(꺼짐),308.198,4.684,2.603,1.716,12625
EC_0179-5480-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),자율주행 기록 그래프로 보여줘.,control,자율주행 기록을 그래프로 표시합니다.,1.031,1.224,2.296,0.736,19.0,65.7,12625.0,299.66,4.99,STT[Cloud] -> LLM[Cloud (Quality)],display(autonomous driving records),297.077,4.839,2.645,1.73,12625
EC_0179-5481-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),차선 변경에서 응급차량 길터 조정,control,응급차량을 위해 차선을 변경합니다.,1.997,0.787,2.817,0.939,11.8,66.0,12625.0,288.15,7.4,STT[Cloud] -> LLM[Cloud (Quality)],차선 변경(응급차량 통행),285.612,7.246,2.606,1.716,12625
EC_0179-5482-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),방향이 상하로 움직이게 해줘,control,방향을 상하로 변경합니다.,1.929,0.675,2.638,1.073,13.9,65.7,12624.0,237.26,8.03,STT[Cloud] -> LLM[Cloud (Quality)],방향 변경(상하),234.729,6.639,2.6,7.181,12624
EC_0179-5483-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),지금 잘 진행되나요?,chat,"네, 잘 진행되고 있어요!",0.683,0.769,1.484,0.727,20.2,49.5,12625.0,197.75,6.87,STT[Cloud] -> LLM[Cloud (Quality)],N/A,195.226,6.246,2.588,2.226,12625
EC_0179-5484-04-04-PSJ-F-04-A.wav,OnDevice (Late),Cloud (Quality),SOS 차량이 뒤에 있으니 길을 내어주죠.,control,긴급 차량을 위해 차선을 변경합니다.,2.064,1.384,3.456,1.011,11.7,74.0,12626.0,328.99,13.93,STT[OnDevice (Late)] -> LLM[Cloud (Quality)],차선 변경(긴급 차량 통행),325.116,6.811,3.938,9.164,12626
EC_0179-5485-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),사람들 앉아있는 의자 따뜻하게 해줘.,control,의자 온도를 따뜻하게 조절합니다.,1.944,0.869,2.858,0.972,13.2,66.0,12626.0,282.6,6.42,STT[Cloud] -> LLM[Cloud (Quality)],시트 히터(온도 상승),280.052,6.319,2.61,1.677,12626
EC_0179-5486-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),자율주행 모드는 이제 꺼주자,control,자율주행 모드를 해제합니다.,1.002,1.541,2.575,1.047,15.8,65.7,12626.0,237.33,4.3,STT[Cloud] -> LLM[Cloud (Quality)],자율주행 모드 해제(사용자 요청),234.729,3.416,2.664,2.808,12626
EC_0179-5487-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),지금 자율주행 속도 몇 킬로미터요?,control,현재 자율주행 속도를 확인 중입니다.,0.886,1.251,2.178,0.637,17.4,66.0,12625.0,327.79,9.51,STT[Cloud] -> LLM[Cloud (Quality)],check_speed(현재 속도 확인),325.245,7.793,2.607,1.721,12625
EC_0179-5488-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),Cloud (Quality),"26도, 에어컨 온도는 유지해줘.",control,에어컨 온도 26도로 유지합니다.,2.007,0.83,2.877,0.94,14.1,66.0,12626.0,295.18,8.96,STT[OnDevice (Timeout)] -> LLM[Cloud (Quality)],에어컨 온도 설정(26도),291.302,5.434,4.01,6.594,12626
EC_0179-5489-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),오른쪽으로 차로 1개 바꿔,control,오른쪽 차로로 변경합니다.,0.745,1.026,1.809,0.655,18.6,97.0,12626.0,265.49,5.94,STT[Cloud] -> LLM[Cloud (Quality)],change_lane(right),262.962,5.79,2.595,1.701,12626
EC_0179-5490-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),3보 방향을 확대해서 더 많이 유지해야합니다.,control,3보 방향을 확대합니다.,1.659,0.989,2.683,1.016,13.3,97.7,12626.0,254.31,6.5,STT[Cloud] -> LLM[Cloud (Quality)],확대(3보 방향),251.755,5.724,2.686,2.315,12626
EC_0179-5491-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),이상 정수 모드를 캠으로 설정,control,이상 정수 모드를 캠으로 설정했습니다.,0.905,1.302,2.257,0.8,21.2,98.0,12627.7,271.25,5.59,STT[Cloud] -> LLM[Cloud (Quality)],이상 정수 모드 설정(캠),268.716,5.493,2.601,1.659,12628
EC_0179-5492-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),지금 저기 앞에 있는 차 따라서 주행 부탁해,control,앞 차량을 따라 주행합니다.,1.012,0.758,1.806,0.547,20.9,99.0,12645.5,316.33,7.39,STT[Cloud] -> LLM[Cloud (Quality)],follow_vehicle(앞 차량),313.78,7.237,2.618,1.699,12662
EC_0179-5493-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),가서 본도 올려라,control,본선으로 진입합니다. 안전 운전하세요.,0.745,0.957,1.736,0.804,24.2,98.5,12665.0,209.08,4.36,STT[Cloud] -> LLM[Cloud (Quality)],속도 증가(본선 진입),206.562,4.206,2.584,1.726,12665
EC_0179-5494-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),구급차 오는 소리 나니까 길가로 붙자,control,안전하게 길가로 이동합니다.,1.883,0.837,2.753,0.882,18.6,98.3,12665.7,299.43,5.41,STT[Cloud] -> LLM[Cloud (Quality)],차량 이동(길가로 붙기),296.884,5.253,2.61,1.711,12666
EC_0179-5495-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),업무 도착하면 차 문 열어줘,control,도착 시 자동으로 문을 열겠습니다.,0.705,1.116,1.854,0.719,22.9,96.0,12663.0,248.66,5.59,STT[Cloud] -> LLM[Cloud (Quality)],문 열기 예약(업무 도착 시),246.13,5.44,2.598,1.808,12663
EC_0179-5496-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),이상 방지 시 스스로 보험사에 전화 걸어줘.,control,이상 발생 시 보험사에 전화 연결합니다.,0.885,1.581,2.502,0.707,20.5,98.7,12662.0,339.15,6.98,STT[Cloud] -> LLM[Cloud (Quality)],보험사 전화(이상 방지 시),336.601,6.877,2.618,1.671,12662
EC_0179-5497-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),자유지행 모드를 OFF로,control,자유주행 모드를 해제합니다.,0.598,1.136,1.772,0.739,23.1,99.0,12662.5,389.33,5.7,STT[Cloud] -> LLM[Cloud (Quality)],자유주행 모드 해제(사용자 요청),386.81,5.594,2.59,1.661,12663
EC_0179-5498-04-04-PSJ-F-04-A.wav,Cloud,Cloud (Quality),경찰차가 먼저 앞으로 지나가게,control,경찰차가 지나갈 때까지 속도를 줄입니다.,1.703,0.889,2.627,0.973,14.8,65.7,12662.0,259.98,4.73,STT[Cloud] -> LLM[Cloud (Quality)],차량 속도 감소(경찰차 우선 통과),257.444,4.531,2.603,1.74,12662
EC_0179-5500-04-04-PSJ-F-04-A.wav,OnDevice (Timeout),Cloud (Quality),이제 갓길에서 잠시 휴식해보자.,control,안전한 곳에 정차 후 휴식하세요.,1.954,1.301,3.336,1.135,12.5,73.5,12663.0,283.81,8.32,STT[OnDevice (Timeout)] -> LLM[Cloud (Quality)],정차(갓길 휴식),279.858,3.707,4.013,6.602,12663
